frame,time_seconds,tracker_id,class_name,confidence,x1,y1,x2,y2
141,5.64,6,car,0.8107,451.83,289.08,488.28,316.68
141,5.64,0,car,0.5067,683.37,248.11,712.65,270.17
142,5.68,5,car,0.8625,745.64,287.64,784.59,319.58
142,5.68,6,car,0.8404,451.25,289.68,488.51,317.42
142,5.68,0,car,0.5885,683.17,247.81,712.35,270.05
143,5.72,5,car,0.7387,744.94,286.04,783.84,318.6
143,5.72,6,car,0.8374,449.62,290.39,488.28,318.66
143,5.72,0,car,0.4857,682.49,247.81,711.6,269.48
144,5.76,6,car,0.8495,448.11,290.56,488.15,318.93
144,5.76,0,car,0.3967,681.77,248.18,710.59,269.47
144,5.76,5,car,0.561,743.0,285.56,783.12,317.17
145,5.8,5,car,0.6258,740.5,284.51,780.66,315.9
145,5.8,6,car,0.8312,447.43,291.5,487.9,319.38
145,5.8,0,car,0.4017,681.45,248.14,709.3,269.48
146,5.84,5,car,0.6457,739.33,284.45,779.31,314.64
146,5.84,6,car,0.8436,446.83,293.32,487.41,319.9
146,5.84,0,car,0.3565,680.98,247.94,708.63,268.95
147,5.88,6,car,0.8452,446.18,294.4,487.32,321.16
147,5.88,5,car,0.5124,739.14,283.28,777.37,312.39
148,5.92,6,car,0.8852,445.52,295.31,486.47,322.74
148,5.92,5,car,0.5408,737.26,282.08,775.6,311.41
149,5.96,5,car,0.6813,736.93,281.12,773.83,311.0
149,5.96,6,car,0.8748,444.64,296.03,485.8,324.7
150,6.0,6,car,0.8667,444.19,298.55,485.14,326.92
150,6.0,5,car,0.5953,736.02,279.39,770.53,310.77
151,6.04,6,car,0.8054,443.43,299.63,484.53,327.3
151,6.04,5,car,0.5727,734.91,279.29,768.39,310.88
152,6.08,6,car,0.8359,443.23,300.42,484.46,327.45
152,6.08,5,car,0.5885,734.71,279.12,767.84,309.19
153,6.12,6,car,0.7864,442.72,301.13,483.66,328.08
153,6.12,5,car,0.491,733.52,278.52,767.24,308.56
154,6.16,5,car,0.6461,732.74,277.97,766.36,308.54
154,6.16,6,car,0.7897,440.81,301.93,483.2,330.11
155,6.2,5,car,0.6694,730.46,276.82,765.87,306.36
155,6.2,6,car,0.8223,440.73,303.2,482.83,330.69
156,6.24,5,car,0.6764,728.53,275.72,764.39,305.08
156,6.24,6,car,0.8195,439.94,303.98,482.25,332.89
157,6.28,5,car,0.6767,726.27,275.66,762.77,304.48
157,6.28,6,car,0.8396,438.07,304.57,482.14,334.1
158,6.32,5,car,0.7077,723.81,274.85,762.24,303.34
158,6.32,6,car,0.8074,437.56,305.09,481.77,334.84
159,6.36,5,car,0.7559,723.79,274.45,760.6,302.49
159,6.36,6,car,0.7678,436.23,304.78,481.81,334.9
160,6.4,5,car,0.7989,722.92,273.71,759.52,301.76
160,6.4,6,car,0.7528,435.36,304.98,481.05,336.24
161,6.44,5,car,0.7832,722.5,272.92,758.58,300.53
161,6.44,6,car,0.7783,434.2,305.98,481.06,337.51
162,6.48,5,car,0.7217,721.42,272.75,757.46,300.27
162,6.48,6,car,0.7938,433.79,306.77,481.11,338.74
163,6.52,6,car,0.7692,432.41,307.81,479.21,341.37
163,6.52,5,car,0.5284,721.33,271.95,755.85,299.6
164,6.56,5,car,0.6139,721.7,271.5,754.29,297.03
164,6.56,6,car,0.7301,432.92,309.24,478.36,342.76
165,6.6,5,car,0.6428,720.73,271.01,752.96,297.13
165,6.6,6,car,0.7384,430.71,310.12,476.71,343.14
166,6.64,5,car,0.7102,719.79,271.3,752.42,296.48
166,6.64,6,car,0.6206,430.32,311.94,475.8,344.08
167,6.68,5,car,0.6313,718.85,269.65,751.54,296.08
167,6.68,6,car,0.6224,429.15,314.22,474.28,346.63
168,6.72,5,car,0.6062,716.74,269.06,750.87,295.97
168,6.72,6,car,0.6417,427.81,315.62,473.55,349.01
169,6.76,6,car,0.6278,426.94,317.32,474.31,350.89
169,6.76,5,car,0.5045,714.97,268.01,749.56,295.95
170,6.8,5,car,0.6484,713.48,268.55,747.62,295.89
170,6.8,6,car,0.6735,425.41,318.2,473.13,351.86
171,6.84,5,car,0.6103,713.36,268.42,745.97,295.48
171,6.84,6,car,0.5686,425.14,318.5,472.8,352.47
172,6.88,5,car,0.635,712.34,266.99,744.62,294.57
172,6.88,6,car,0.5609,424.66,318.59,472.99,353.74
173,6.92,6,car,0.6384,423.16,320.28,472.3,355.1
173,6.92,5,car,0.5157,710.95,265.73,744.14,293.04
174,6.96,5,car,0.6409,710.48,264.84,742.12,293.21
174,6.96,6,car,0.8167,422.04,323.84,471.15,358.23
175,7.0,5,car,0.6829,710.91,264.1,741.53,293.14
175,7.0,6,car,0.8034,421.67,325.8,469.6,358.84
176,7.04,5,car,0.6759,709.78,263.64,739.78,291.11
176,7.04,6,car,0.8243,420.84,327.62,469.38,359.97
177,7.08,5,car,0.694,709.56,263.85,737.48,290.71
177,7.08,6,car,0.8128,419.43,327.89,468.09,362.52
178,7.12,5,car,0.7285,708.05,263.49,736.74,288.78
178,7.12,6,car,0.8168,418.23,329.37,465.93,365.51
179,7.16,5,car,0.6789,706.33,262.8,736.37,287.44
179,7.16,6,car,0.8328,415.43,330.84,466.34,366.88
180,7.2,5,car,0.6926,704.96,262.19,736.51,288.09
180,7.2,6,car,0.8447,414.67,331.92,467.02,368.02
181,7.24,5,car,0.7394,703.17,261.55,736.0,287.69
181,7.24,6,car,0.8218,413.42,333.98,464.97,369.32
182,7.28,5,car,0.7,702.55,260.11,735.27,287.49
182,7.28,6,car,0.8085,412.21,334.78,464.44,371.44
183,7.32,5,car,0.6192,702.46,259.2,734.41,287.7
183,7.32,6,car,0.8049,412.26,335.26,463.57,373.56
184,7.36,5,car,0.6647,701.32,258.89,733.6,287.13
184,7.36,6,car,0.8525,409.73,336.95,463.1,374.91
185,7.4,6,car,0.8508,409.09,338.62,461.75,375.45
185,7.4,5,car,0.4337,700.64,258.45,731.95,285.46
186,7.44,6,car,0.8922,407.97,340.43,461.22,377.3
187,7.48,6,car,0.9191,406.7,342.78,459.45,380.39
187,7.48,5,car,0.4808,699.29,259.89,730.14,284.95
188,7.52,6,car,0.9124,405.22,343.62,458.43,382.23
188,7.52,5,car,0.5234,697.61,260.04,728.16,283.41
189,7.56,6,car,0.9154,402.36,345.04,457.29,383.92
189,7.56,5,car,0.599,697.55,258.46,727.7,282.27
190,7.6,5,car,0.6196,697.3,257.95,725.97,280.97
190,7.6,6,car,0.905,398.85,346.68,456.54,386.11
191,7.64,5,car,0.6184,696.22,257.58,724.88,279.8
191,7.64,6,car,0.8407,401.02,350.08,455.85,387.21
192,7.68,5,car,0.6535,695.56,257.54,723.98,279.34
192,7.68,6,car,0.8671,400.47,351.4,454.86,388.87
193,7.72,6,car,0.849,399.08,352.29,454.19,391.73
193,7.72,5,car,0.5797,695.64,256.88,722.61,279.04
194,7.76,6,car,0.8775,397.62,353.87,455.12,395.14
194,7.76,5,car,0.5557,695.37,256.86,721.24,278.64
195,7.8,5,car,0.6019,694.94,257.39,721.21,277.46
195,7.8,6,car,0.8551,396.58,355.78,454.68,396.95
196,7.84,6,car,0.8585,394.0,359.45,453.6,399.44
196,7.84,5,car,0.5296,694.11,255.64,720.46,277.07
197,7.88,5,car,0.6603,693.45,254.52,720.28,276.69
197,7.88,6,car,0.8502,390.72,361.2,451.68,401.68
198,7.92,5,car,0.6167,692.83,253.43,719.43,275.62
198,7.92,6,car,0.8379,390.4,362.33,450.89,404.64
199,7.96,6,car,0.7925,388.8,364.32,450.05,406.66
199,7.96,5,car,0.4988,692.36,252.5,718.69,274.97
200,8.0,6,car,0.8295,388.68,366.33,448.76,408.59
200,8.0,5,car,0.5071,690.37,251.65,718.63,275.19
201,8.04,6,car,0.8176,387.05,368.18,447.12,412.31
201,8.04,5,car,0.3772,690.27,251.6,717.24,274.91
202,8.08,6,car,0.807,385.78,370.98,445.55,413.81
203,8.12,6,car,0.82,382.44,373.74,444.19,416.5
204,8.16,6,car,0.8764,381.14,376.71,444.08,419.61
205,8.2,6,car,0.8057,380.26,379.07,442.96,423.89
206,8.24,6,car,0.7764,374.41,381.14,441.96,428.68
206,8.24,5,car,0.3862,685.64,248.14,713.65,271.25
207,8.28,6,car,0.8056,372.15,383.13,441.34,431.03
207,8.28,5,car,0.4405,684.96,247.86,712.53,269.68
208,8.32,6,car,0.8114,370.1,385.37,440.62,434.38
208,8.32,5,car,0.5385,683.54,247.89,711.64,269.73
209,8.36,6,car,0.8235,370.64,388.14,440.06,437.21
209,8.36,5,car,0.5671,683.48,247.94,710.31,270.11
210,8.4,6,car,0.7984,368.96,392.18,439.24,440.37
210,8.4,5,car,0.5746,683.28,248.0,709.14,269.55
211,8.44,6,car,0.828,366.8,393.64,437.75,442.42
211,8.44,5,car,0.4696,683.03,247.84,707.18,268.68
212,8.48,6,car,0.797,364.39,396.57,436.06,446.3
212,8.48,5,car,0.4487,682.59,247.6,706.36,268.87
213,8.52,6,car,0.7514,362.07,399.96,432.63,450.31
213,8.52,5,car,0.4039,682.43,247.72,705.62,268.79
214,8.56,6,car,0.8066,361.53,402.85,431.52,454.42
214,8.56,5,car,0.3749,681.84,247.41,704.26,268.35
215,8.6,6,car,0.7663,359.98,405.39,429.85,458.25
215,8.6,5,car,0.4506,681.11,246.98,703.66,267.34
216,8.64,6,car,0.7718,354.71,408.36,429.3,461.97
216,8.64,5,car,0.4038,680.59,246.94,703.67,267.59
217,8.68,6,car,0.7794,352.7,410.65,428.22,465.52
218,8.72,6,car,0.7259,347.55,416.26,426.63,469.88
218,8.72,7,car,0.663,491.68,255.73,519.71,277.84
219,8.76,6,car,0.785,347.83,418.07,424.18,474.98
219,8.76,7,car,0.4042,489.34,257.0,518.24,277.13
220,8.8,6,car,0.7942,345.21,422.75,423.98,477.8
220,8.8,7,car,0.5082,488.96,257.4,517.27,277.71
221,8.84,6,car,0.7968,343.11,424.94,423.27,483.17
221,8.84,5,car,0.3953,678.54,244.14,700.15,264.85
221,8.84,7,car,0.393,488.2,257.37,516.77,277.62
222,8.88,6,car,0.769,341.06,427.95,420.91,486.01
222,8.88,7,car,0.3993,487.32,257.23,516.32,278.93
223,8.92,6,car,0.7514,337.98,432.7,418.68,491.6
223,8.92,7,car,0.4645,488.08,256.89,515.75,278.8
224,8.96,6,car,0.7648,334.17,436.13,417.2,496.15
224,8.96,7,car,0.4003,488.05,256.43,514.97,278.7
225,9.0,6,car,0.7584,330.56,440.28,414.19,501.03
225,9.0,7,car,0.4578,487.61,257.64,514.45,280.25
226,9.04,6,car,0.7845,326.41,444.71,411.58,507.31
226,9.04,7,car,0.6108,485.99,258.68,514.06,280.86
227,9.08,6,car,0.7523,324.21,449.35,408.91,511.19
227,9.08,7,car,0.6037,484.74,259.43,512.92,280.61
228,9.12,6,car,0.7837,318.68,452.48,408.7,517.13
228,9.12,7,car,0.4799,480.44,260.26,512.68,281.59
229,9.16,6,car,0.7984,318.52,457.6,404.45,522.07
229,9.16,7,car,0.4579,479.2,261.4,512.13,282.55
230,9.2,6,car,0.7882,314.5,463.86,402.05,527.36
230,9.2,7,car,0.5234,479.24,261.96,511.24,283.34
231,9.24,6,car,0.7716,309.07,466.18,400.79,534.08
231,9.24,7,car,0.38,478.61,261.56,509.83,284.05
232,9.28,6,car,0.7333,301.17,471.41,397.25,541.41
232,9.28,7,car,0.4593,478.36,260.87,508.84,285.06
233,9.32,6,car,0.7531,301.02,478.33,397.52,546.51
233,9.32,7,car,0.3921,478.72,260.64,508.58,285.54
234,9.36,6,car,0.6979,295.62,482.36,394.68,554.3
234,9.36,7,truck,0.4015,464.96,219.91,504.97,281.24
235,9.4,6,car,0.7997,288.77,488.42,391.03,561.12
235,9.4,7,truck,0.4671,464.76,220.41,504.92,282.07
236,9.44,6,car,0.7252,283.64,494.6,386.73,568.15
236,9.44,7,truck,0.3682,464.72,220.53,504.97,283.3
237,9.48,6,car,0.7182,276.7,499.44,381.99,575.55
237,9.48,7,truck,0.3745,464.69,220.96,504.19,283.58
238,9.52,6,car,0.7284,272.01,505.64,380.95,583.85
238,9.52,7,truck,0.3703,464.29,220.74,503.84,284.49
239,9.56,6,car,0.7927,269.87,513.41,376.88,590.09
239,9.56,7,truck,0.4087,462.8,220.28,504.17,285.33
240,9.6,6,car,0.7675,258.57,519.68,374.39,600.39
240,9.6,7,truck,0.4356,462.62,220.52,503.89,285.37
241,9.64,6,car,0.8157,250.13,525.56,369.08,607.44
241,9.64,7,truck,0.5403,462.18,220.17,503.8,285.63
242,9.68,6,car,0.8024,244.41,532.88,365.26,616.6
242,9.68,7,truck,0.5349,462.21,220.68,503.71,286.57
243,9.72,6,car,0.853,238.73,540.21,357.71,626.67
243,9.72,7,truck,0.5274,462.35,220.66,503.03,286.46
244,9.76,6,car,0.7961,233.23,546.63,356.17,636.35
244,9.76,7,truck,0.4997,461.91,219.44,502.88,288.95
245,9.8,6,car,0.6691,222.45,554.84,351.82,646.33
245,9.8,7,truck,0.4765,461.19,218.64,502.82,290.1
246,9.84,6,car,0.7235,215.25,562.03,348.56,657.15
246,9.84,7,truck,0.4986,461.25,220.01,502.69,289.02
247,9.88,6,car,0.8145,208.59,571.81,342.14,666.69
248,9.92,6,car,0.7976,198.54,580.18,335.92,680.18
249,9.96,6,car,0.8332,186.6,589.73,328.8,691.51
250,10.0,6,car,0.8055,176.92,599.89,324.77,704.92
251,10.04,6,car,0.8084,165.73,610.32,319.67,716.7
252,10.08,6,car,0.7507,157.16,622.53,311.31,720.0
253,10.12,6,car,0.8268,154.01,633.55,304.47,720.0
254,10.16,6,car,0.8316,145.58,645.09,296.86,720.0
255,10.2,6,car,0.7814,138.54,658.46,288.92,717.93
256,10.24,6,car,0.6359,125.13,672.95,281.67,716.08
267,10.68,7,car,0.3612,451.8,279.13,487.63,309.55
269,10.76,7,car,0.5373,451.46,279.76,486.22,310.73
270,10.8,7,car,0.6107,448.53,282.0,485.17,311.96
271,10.84,7,car,0.6454,447.5,282.83,484.94,312.32
272,10.88,7,car,0.6732,446.07,283.01,484.24,314.19
273,10.92,7,car,0.7265,445.31,283.83,483.47,315.32
274,10.96,7,car,0.7466,443.87,283.61,481.99,316.01
275,11.0,7,car,0.7078,444.43,287.32,480.43,317.5
276,11.04,7,car,0.6975,443.27,287.09,481.31,317.74
277,11.08,7,car,0.7021,443.19,286.74,480.43,317.46
278,11.12,7,car,0.6653,442.88,288.55,477.89,318.46
279,11.16,7,car,0.654,439.91,290.02,477.39,320.04
280,11.2,7,car,0.6404,438.76,291.14,477.67,321.25
281,11.24,7,car,0.6824,434.45,291.44,476.98,322.44
282,11.28,7,car,0.7053,435.36,292.17,475.8,323.79
283,11.32,7,car,0.6944,435.29,293.44,474.54,325.87
284,11.36,7,car,0.7056,432.34,292.41,473.94,326.6
285,11.4,7,car,0.7011,429.16,291.68,473.57,327.44
286,11.44,7,car,0.6591,425.92,291.15,473.01,328.21
287,11.48,7,car,0.7487,425.53,293.98,471.89,329.49
288,11.52,7,car,0.7412,428.09,295.43,470.49,330.65
289,11.56,7,car,0.7476,427.0,295.83,469.51,331.75
290,11.6,7,car,0.754,427.35,297.5,468.94,333.06
291,11.64,7,car,0.7351,426.72,300.3,468.71,333.49
292,11.68,7,car,0.6979,427.49,302.14,468.19,333.87
293,11.72,7,car,0.6472,425.18,301.41,467.47,334.92
294,11.76,7,car,0.6964,424.08,300.33,467.11,337.01
295,11.8,7,car,0.6429,423.47,301.09,466.22,337.44
296,11.84,7,car,0.7246,423.91,302.31,465.81,338.73
297,11.88,7,car,0.792,422.83,305.87,464.08,341.35
298,11.92,7,car,0.7347,420.39,307.44,463.04,342.37
299,11.96,7,car,0.7103,419.37,307.73,462.28,343.6
300,12.0,7,car,0.6247,420.08,310.03,460.18,345.36
300,12.0,8,truck,0.6078,438.27,231.51,493.14,305.63
301,12.04,7,car,0.5976,416.81,310.85,459.78,347.69
301,12.04,8,truck,0.5525,438.1,231.83,492.82,306.23
302,12.08,7,car,0.6071,413.16,311.11,459.33,348.83
303,12.12,7,car,0.6004,410.89,312.32,459.27,350.63
304,12.16,7,car,0.5894,409.71,315.02,459.69,351.23
304,12.16,8,bus,0.4346,435.45,234.64,490.52,307.77
305,12.2,7,car,0.5524,408.65,316.27,459.21,352.38
305,12.2,8,bus,0.4343,435.75,234.08,491.33,307.82
306,12.24,7,car,0.7229,407.59,317.96,458.65,354.4
306,12.24,8,bus,0.4544,435.78,233.18,490.51,307.75
307,12.28,7,car,0.7223,407.53,317.66,457.43,354.66
307,12.28,8,bus,0.404,435.5,233.92,490.45,307.28
308,12.32,7,car,0.8193,407.26,318.24,455.67,357.11
308,12.32,8,bus,0.4033,434.05,234.39,488.85,307.79
309,12.36,7,car,0.8707,406.38,318.9,454.38,358.7
309,12.36,8,bus,0.4696,434.7,233.7,488.52,309.1
310,12.4,7,car,0.8644,405.12,321.05,452.38,359.74
310,12.4,8,bus,0.5459,433.24,233.52,489.5,310.68
311,12.44,7,car,0.8577,403.33,321.94,451.6,361.12
311,12.44,8,bus,0.603,432.63,234.27,489.11,312.19
312,12.48,7,car,0.8493,402.97,325.2,450.56,363.05
312,12.48,8,bus,0.6171,431.99,234.42,489.31,313.86
313,12.52,7,car,0.8315,401.32,325.87,449.2,365.23
313,12.52,8,bus,0.5849,430.91,234.5,489.23,313.92
314,12.56,7,car,0.7905,399.12,327.09,448.37,366.5
314,12.56,8,bus,0.5126,429.82,235.25,488.91,314.51
315,12.6,7,car,0.7442,398.64,328.89,448.04,367.61
315,12.6,8,bus,0.5642,429.53,236.24,488.35,315.75
316,12.64,7,car,0.7427,397.3,329.78,447.91,369.24
316,12.64,8,bus,0.6029,428.84,236.1,488.15,315.96
317,12.68,7,car,0.8064,395.16,330.84,447.08,370.41
317,12.68,8,bus,0.591,428.29,236.01,487.88,316.1
318,12.72,7,car,0.8039,393.24,332.56,446.08,373.2
318,12.72,8,bus,0.5732,428.17,236.51,487.1,316.13
319,12.76,7,car,0.7878,391.92,332.97,445.16,374.73
319,12.76,8,bus,0.5023,427.7,237.79,485.82,317.0
320,12.8,7,car,0.8024,390.1,333.18,444.25,376.77
320,12.8,8,bus,0.4942,425.9,237.3,485.19,318.54
321,12.84,7,car,0.8432,389.53,336.09,442.2,378.35
321,12.84,8,bus,0.486,424.1,237.02,484.58,319.8
322,12.88,7,car,0.8587,388.37,338.25,441.04,380.03
322,12.88,8,bus,0.484,425.56,237.72,482.61,320.7
323,12.92,7,car,0.8004,385.65,341.35,439.43,382.95
323,12.92,8,bus,0.5137,424.86,237.51,482.46,321.95
324,12.96,7,car,0.652,382.59,341.32,439.21,384.53
324,12.96,8,bus,0.4709,424.1,237.46,482.05,322.06
325,13.0,7,car,0.7542,380.5,343.78,437.51,386.39
325,13.0,8,bus,0.5489,423.13,237.7,482.11,322.39
326,13.04,7,car,0.7526,383.25,346.25,436.34,387.8
326,13.04,8,bus,0.6646,422.69,238.03,481.12,323.16
327,13.08,7,car,0.7951,379.93,346.61,435.74,390.38
327,13.08,8,bus,0.6792,421.46,238.36,480.67,325.37
328,13.12,7,car,0.796,378.42,349.22,432.75,391.9
328,13.12,8,bus,0.639,420.57,238.67,481.16,325.56
329,13.16,7,car,0.8383,374.68,352.57,432.66,395.25
329,13.16,8,bus,0.6073,420.03,239.09,479.98,325.55
330,13.2,7,car,0.8092,372.6,354.1,431.99,397.48
330,13.2,8,bus,0.6083,419.61,239.37,479.41,326.62
331,13.24,7,car,0.8356,370.58,357.2,431.3,399.11
331,13.24,8,bus,0.6275,418.65,240.26,479.69,326.79
332,13.28,7,car,0.8482,369.26,357.69,430.62,400.85
332,13.28,8,bus,0.6679,417.91,240.93,480.91,328.47
333,13.32,7,car,0.8529,366.7,358.91,429.68,403.27
333,13.32,8,bus,0.5307,416.98,241.02,481.63,330.02
334,13.36,7,car,0.8019,366.0,360.0,428.07,404.99
334,13.36,8,bus,0.4431,416.69,240.64,481.21,329.93
335,13.4,7,car,0.7757,364.89,360.77,427.27,407.15
335,13.4,8,bus,0.4815,414.85,240.95,481.4,331.28
336,13.44,7,car,0.7746,363.95,361.66,425.14,410.57
337,13.48,7,car,0.733,360.98,364.1,424.24,411.71
338,13.52,7,car,0.713,360.84,366.53,422.2,412.43
339,13.56,7,car,0.7858,355.03,368.87,420.7,418.14
340,13.6,7,car,0.8629,355.56,370.38,418.4,420.23
341,13.64,7,car,0.8041,353.45,373.55,417.0,422.16
342,13.68,7,car,0.5568,347.52,377.0,417.51,426.96
342,13.68,8,truck,0.4019,408.79,244.61,474.41,338.05
343,13.72,7,car,0.7704,345.89,375.99,415.01,429.04
343,13.72,8,bus,0.3987,408.54,244.85,473.35,338.38
344,13.76,7,car,0.6259,343.38,378.39,415.15,432.13
344,13.76,8,bus,0.4313,407.62,244.76,474.66,338.66
345,13.8,7,car,0.6993,340.06,383.36,413.53,435.16
345,13.8,8,bus,0.4263,406.69,245.62,473.37,339.32
346,13.84,7,car,0.8028,341.79,385.04,410.6,437.14
346,13.84,8,bus,0.4339,405.01,245.9,473.43,339.72
347,13.88,7,car,0.8124,338.68,386.14,409.25,439.81
347,13.88,8,bus,0.3949,405.33,245.97,474.15,339.84
348,13.92,7,car,0.8846,332.86,389.83,405.91,443.5
349,13.96,7,car,0.8262,332.36,392.6,403.66,446.66
350,14.0,7,car,0.8211,328.46,393.17,402.89,450.16
351,14.04,7,car,0.8088,327.45,397.8,400.03,454.68
351,14.04,8,truck,0.3983,401.51,249.01,472.19,345.64
352,14.08,7,car,0.8093,326.37,400.93,398.78,457.57
352,14.08,8,bus,0.3877,401.51,250.17,474.07,346.74
353,14.12,7,car,0.7997,320.91,401.37,397.23,462.4
353,14.12,8,truck,0.3561,400.78,250.18,474.05,347.74
354,14.16,7,car,0.858,317.11,405.87,394.62,464.83
354,14.16,8,truck,0.3679,398.72,250.59,470.4,348.15
355,14.2,7,car,0.8144,313.59,408.56,393.87,468.95
355,14.2,8,bus,0.4422,397.94,250.94,469.34,349.53
356,14.24,7,car,0.8349,312.6,410.34,390.53,471.92
356,14.24,8,bus,0.5224,396.64,251.76,468.21,349.77
357,14.28,7,car,0.8058,308.93,416.45,388.35,476.32
357,14.28,8,bus,0.6041,395.79,252.16,467.94,351.27
358,14.32,7,car,0.7848,305.18,417.44,387.6,480.26
358,14.32,8,bus,0.5996,394.85,252.38,467.38,353.14
359,14.36,7,car,0.7958,301.25,420.93,385.2,483.64
359,14.36,8,bus,0.4824,394.05,253.15,465.83,355.55
360,14.4,7,car,0.7949,299.03,425.16,381.53,489.06
360,14.4,8,truck,0.6105,392.1,252.76,471.4,357.76
361,14.44,7,car,0.8403,295.43,426.85,379.31,493.32
361,14.44,8,truck,0.5652,391.49,252.69,471.11,358.68
362,14.48,7,car,0.81,289.25,433.07,376.21,498.57
362,14.48,8,truck,0.5786,390.66,253.26,469.49,359.52
363,14.52,7,car,0.8252,286.67,434.16,373.41,502.71
363,14.52,8,truck,0.5022,389.45,253.72,467.14,359.96
364,14.56,7,car,0.829,282.42,438.97,371.82,509.18
364,14.56,8,truck,0.37,388.87,254.01,464.76,360.18
365,14.6,7,car,0.7916,280.16,440.77,367.22,512.49
365,14.6,8,truck,0.353,388.14,254.29,464.6,360.79
366,14.64,7,car,0.8278,277.42,447.29,365.83,516.3
366,14.64,8,truck,0.4319,386.63,254.83,462.13,363.47
367,14.68,7,car,0.7135,270.09,448.19,363.12,523.02
367,14.68,8,truck,0.4285,385.71,255.71,461.14,364.5
368,14.72,7,car,0.7478,265.84,454.29,361.03,529.07
368,14.72,8,truck,0.414,385.2,256.47,460.07,365.86
369,14.76,7,car,0.7891,261.06,455.95,357.44,533.59
369,14.76,8,truck,0.5245,384.71,257.17,460.33,366.26
370,14.8,7,car,0.7853,258.0,464.53,354.3,540.43
370,14.8,8,truck,0.5573,383.36,257.25,460.19,366.52
371,14.84,7,car,0.777,252.6,466.81,350.15,544.99
371,14.84,8,truck,0.5532,381.8,257.24,460.51,367.99
372,14.88,7,car,0.7788,247.83,472.32,346.08,551.21
372,14.88,8,truck,0.5988,380.47,257.14,459.04,369.41
373,14.92,7,car,0.7992,243.96,477.63,344.2,555.33
373,14.92,8,truck,0.6145,380.15,258.22,458.34,370.76
374,14.96,7,car,0.8543,234.74,479.55,340.86,563.38
374,14.96,8,truck,0.603,379.07,258.17,458.53,372.51
375,15.0,7,car,0.7565,229.1,485.82,336.51,572.59
375,15.0,8,truck,0.6127,376.9,257.8,457.38,372.7
376,15.04,7,car,0.7535,223.13,492.04,333.17,577.45
376,15.04,8,truck,0.5977,376.63,258.64,457.24,374.3
377,15.08,7,car,0.7152,217.64,495.53,330.41,584.28
377,15.08,8,truck,0.6081,375.04,258.78,456.17,375.02
378,15.12,7,car,0.7666,212.29,502.84,325.68,592.89
378,15.12,8,truck,0.6114,373.92,258.94,456.64,376.66
379,15.16,7,car,0.6865,207.0,509.44,321.54,600.96
379,15.16,8,truck,0.5763,372.48,259.67,454.84,378.89
380,15.2,7,car,0.6796,200.47,514.59,318.78,608.44
380,15.2,8,truck,0.4622,371.65,261.23,452.7,379.19
381,15.24,7,car,0.7194,197.23,519.89,314.53,616.53
381,15.24,8,truck,0.5221,371.47,262.57,451.41,380.17
382,15.28,7,car,0.8689,186.09,526.49,308.71,623.94
382,15.28,8,truck,0.5525,368.99,262.39,453.62,381.46
383,15.32,7,car,0.8135,180.62,534.98,303.62,633.62
383,15.32,8,truck,0.6695,367.77,264.17,453.28,383.35
384,15.36,7,car,0.7679,167.44,541.86,300.14,644.25
384,15.36,8,truck,0.6249,366.97,264.44,452.52,386.09
385,15.4,7,car,0.6625,162.13,549.62,294.02,653.16
385,15.4,8,truck,0.7123,365.29,265.16,452.05,388.18
386,15.44,7,car,0.8176,150.53,557.38,287.89,664.19
386,15.44,8,truck,0.6413,364.16,266.21,450.96,389.52
386,15.44,9,car,0.7186,1216.47,567.82,1279.68,665.59
387,15.48,7,car,0.7438,146.09,564.23,284.96,673.23
387,15.48,8,truck,0.6173,363.66,266.51,449.83,390.37
387,15.48,9,car,0.6215,1200.98,558.04,1279.61,650.18
388,15.52,7,car,0.842,133.05,572.87,278.62,686.38
388,15.52,8,truck,0.6769,361.82,266.69,448.92,391.98
388,15.52,9,car,0.7417,1184.34,548.43,1279.2,640.04
389,15.56,7,car,0.8316,128.47,581.97,271.02,697.52
389,15.56,8,truck,0.6789,361.21,266.86,448.55,393.71
389,15.56,9,car,0.8111,1167.04,539.94,1279.31,627.99
390,15.6,7,car,0.7675,119.34,590.25,265.0,708.13
390,15.6,8,truck,0.7287,357.26,267.11,448.51,397.35
390,15.6,9,car,0.7863,1153.86,530.07,1279.52,617.84
391,15.64,7,car,0.8187,106.85,599.61,259.02,717.25
391,15.64,8,truck,0.687,357.0,267.28,448.43,397.8
391,15.64,9,car,0.742,1140.16,521.41,1267.21,607.38
392,15.68,7,car,0.7829,101.93,609.04,252.99,719.03
392,15.68,8,truck,0.6978,354.16,267.92,446.86,399.1
392,15.68,9,car,0.7812,1128.88,513.97,1250.75,597.83
393,15.72,7,car,0.7693,93.24,619.61,245.12,718.59
393,15.72,8,truck,0.6271,353.64,268.22,447.02,399.9
393,15.72,9,car,0.7812,1115.2,505.27,1235.83,589.33
394,15.76,7,car,0.6125,49.76,630.1,235.89,717.11
394,15.76,8,truck,0.6453,351.48,270.51,445.01,401.87
394,15.76,9,car,0.7868,1104.37,498.03,1221.47,580.85
395,15.8,7,car,0.7714,43.0,641.27,230.64,717.65
395,15.8,8,truck,0.6757,349.66,270.57,443.82,403.71
395,15.8,9,car,0.8362,1090.85,490.91,1206.35,571.43
396,15.84,7,car,0.6495,49.38,655.29,219.18,715.75
396,15.84,8,truck,0.6837,347.43,270.32,443.32,405.05
