frame_number,timestamp_seconds,tracker_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y
3,0.06666666666666667,1,2,car,0.7456279993057251,1601.831787109375,237.7602996826172,1826.402587890625,459.77880859375,1714.1171875,348.7695541381836
3,0.06666666666666667,5,2,car,0.7410367727279663,1378.2864990234375,83.53667449951172,1591.9566650390625,288.7579345703125,1485.12158203125,186.1473045349121
3,0.06666666666666667,2,2,car,0.7097654342651367,1290.135986328125,256.1419677734375,1511.989990234375,474.6885681152344,1401.06298828125,365.41526794433594
3,0.06666666666666667,8,2,car,0.6685120463371277,1017.36767578125,193.62918090820312,1258.25830078125,446.4218444824219,1137.81298828125,320.0255126953125
3,0.06666666666666667,15,2,car,0.5974546670913696,681.260986328125,272.365478515625,938.7603759765625,521.71337890625,810.0106811523438,397.0394287109375
3,0.06666666666666667,11,0,person,0.5526832342147827,695.5069580078125,515.9286499023438,775.6546630859375,696.2738647460938,735.580810546875,606.1012573242188
4,0.1,4,2,car,0.769483745098114,1721.118896484375,34.0814208984375,1919.2529296875,246.47085571289062,1820.1859130859375,140.27613830566406
4,0.1,1,2,car,0.7654047012329102,1598.3118896484375,238.70260620117188,1827.8814697265625,461.30035400390625,1713.0966796875,350.00148010253906
4,0.1,2,2,car,0.7621601819992065,1287.4903564453125,255.6455841064453,1513.1964111328125,465.3671875,1400.3433837890625,360.50638580322266
4,0.1,6,0,person,0.7337807416915894,134.57839965820312,219.523681640625,205.65943908691406,381.5050048828125,170.1189193725586,300.51434326171875
4,0.1,5,2,car,0.7268872261047363,1378.05615234375,84.72532653808594,1590.651123046875,287.5036926269531,1484.3536376953125,186.11450958251953
4,0.1,8,2,car,0.7190062999725342,1017.7891845703125,194.0061492919922,1259.105712890625,447.0456848144531,1138.4474487304688,320.52591705322266
4,0.1,15,2,car,0.6199542880058289,678.6607666015625,276.28912353515625,939.3748168945312,521.9630126953125,809.0177917480469,399.1260681152344
4,0.1,10,0,person,0.5298569798469543,1637.5615234375,533.63525390625,1733.216552734375,752.8487548828125,1685.3890380859375,643.2420043945312
4,0.1,12,0,person,0.5205439329147339,223.4376983642578,428.2211608886719,309.44427490234375,621.546875,266.4409866333008,524.8840179443359
5,0.13333333333333333,4,2,car,0.7496886253356934,1721.0797119140625,34.28590393066406,1919.2166748046875,246.68316650390625,1820.148193359375,140.48453521728516
5,0.13333333333333333,6,0,person,0.7322080731391907,134.41622924804688,220.847900390625,206.25901794433594,381.44134521484375,170.3376235961914,301.1446228027344
5,0.13333333333333333,8,2,car,0.7141495943069458,1016.98974609375,194.51907348632812,1259.1544189453125,448.6890563964844,1138.0720825195312,321.60406494140625
5,0.13333333333333333,5,2,car,0.7108126282691956,1378.505859375,83.86515808105469,1592.5638427734375,286.8988037109375,1485.5348510742188,185.3819808959961
5,0.13333333333333333,2,2,car,0.7095316052436829,1285.1044921875,256.3857421875,1511.1943359375,472.8760986328125,1398.1494140625,364.63092041015625
5,0.13333333333333333,1,2,car,0.6972464919090271,1594.656005859375,238.3407440185547,1828.3670654296875,457.64190673828125,1711.5115356445312,347.99132537841797
5,0.13333333333333333,15,2,car,0.5020217895507812,684.470703125,279.95135498046875,939.5352172851562,521.8284912109375,812.0029602050781,400.8899230957031
5,0.13333333333333333,18,0,person,0.5014554262161255,459.39129638671875,28.971221923828125,516.3907470703125,183.95016479492188,487.8910217285156,106.460693359375
6,0.16666666666666666,2,2,car,0.7680284380912781,1278.8260498046875,255.47108459472656,1512.6092529296875,475.8009033203125,1395.7176513671875,365.63599395751953
6,0.16666666666666666,4,2,car,0.7517638206481934,1721.3609619140625,34.31208801269531,1919.244873046875,246.75408935546875,1820.3029174804688,140.53308868408203
6,0.16666666666666666,8,2,car,0.7418103218078613,1017.0810546875,193.53099060058594,1258.9384765625,451.49615478515625,1138.009765625,322.5135726928711
6,0.16666666666666666,5,2,car,0.7254294753074646,1378.3348388671875,83.59085083007812,1592.7073974609375,287.7740478515625,1485.5211181640625,185.6824493408203
6,0.16666666666666666,1,2,car,0.7006288170814514,1601.10693359375,238.80459594726562,1829.494384765625,459.9423522949219,1715.3006591796875,349.37347412109375
6,0.16666666666666666,6,0,person,0.6294286847114563,131.4638671875,215.62847900390625,205.42630004882812,381.1769714355469,168.44508361816406,298.40272521972656
6,0.16666666666666666,15,2,car,0.5932860374450684,681.4070434570312,267.7137145996094,939.7534790039062,521.3768920898438,810.5802612304688,394.54530334472656
6,0.16666666666666666,12,0,person,0.5734167098999023,251.87637329101562,457.644775390625,314.8486328125,621.4244995117188,283.3625030517578,539.5346374511719
6,0.16666666666666666,7,0,person,0.5569555163383484,1782.8206787109375,552.9534301757812,1906.0953369140625,741.1221313476562,1844.4580078125,647.0377807617188
6,0.16666666666666666,19,0,person,0.5269593596458435,1541.5411376953125,555.5294189453125,1610.2188720703125,744.3697509765625,1575.8800048828125,649.9495849609375
6,0.16666666666666666,13,2,car,0.5152745842933655,1502.6253662109375,1.1243362426757812,1702.4296875,111.33734893798828,1602.5275268554688,56.23084259033203
7,0.2,1,2,car,0.7663806080818176,1601.023681640625,238.33680725097656,1827.131103515625,458.55169677734375,1714.077392578125,348.44425201416016
7,0.2,4,2,car,0.7514020204544067,1721.412109375,34.154754638671875,1919.2509765625,246.1747283935547,1820.33154296875,140.16474151611328
7,0.2,5,2,car,0.701259970664978,1378.341552734375,83.70561218261719,1592.008056640625,289.05841064453125,1485.1748046875,186.38201141357422
7,0.2,2,2,car,0.6144574880599976,1284.2274169921875,258.0007019042969,1511.1807861328125,473.621337890625,1397.7041015625,365.81101989746094
7,0.2,8,2,car,0.597529411315918,1017.3887329101562,192.72271728515625,1257.84033203125,449.719482421875,1137.6145324707031,321.2210998535156
7,0.2,6,0,person,0.5906980633735657,129.55368041992188,210.30455017089844,204.68588256835938,381.69989013671875,167.11978149414062,296.0022201538086
7,0.2,18,0,person,0.5345492959022522,469.1424560546875,5.830970764160156,530.451171875,165.64759826660156,499.79681396484375,85.73928451538086
7,0.2,13,2,car,0.5013856887817383,1502.167724609375,1.3511924743652344,1702.16552734375,111.43022155761719,1602.1666259765625,56.39070701599121
8,0.23333333333333334,4,2,car,0.760883629322052,1720.987060546875,33.67829132080078,1919.243408203125,245.74212646484375,1820.115234375,139.71020889282227
8,0.23333333333333334,5,2,car,0.7486767172813416,1378.339111328125,83.58782958984375,1591.851318359375,287.9892883300781,1485.09521484375,185.78855895996094
8,0.23333333333333334,1,2,car,0.6717277765274048,1596.8349609375,238.14637756347656,1828.25390625,467.61029052734375,1712.54443359375,352.87833404541016
8,0.23333333333333334,2,2,car,0.6661908030509949,1283.5599365234375,256.7185974121094,1512.2957763671875,475.272216796875,1397.9278564453125,365.9954071044922
8,0.23333333333333334,8,2,car,0.6648939847946167,1016.78955078125,192.1317901611328,1257.8099365234375,450.43646240234375,1137.2997436523438,321.2841262817383
8,0.23333333333333334,20,0,person,0.6110438704490662,1237.112060546875,550.072265625,1315.028564453125,739.7638549804688,1276.0703125,644.9180603027344
8,0.23333333333333334,15,2,car,0.5323427319526672,681.2904052734375,277.7577209472656,938.449951171875,517.1700439453125,809.8701782226562,397.46388244628906
8,0.23333333333333334,13,2,car,0.5117666721343994,1502.257080078125,1.55841064453125,1701.733642578125,111.32633972167969,1601.995361328125,56.44237518310547
9,0.26666666666666666,4,2,car,0.7594441175460815,1721.651123046875,34.26493835449219,1919.22265625,245.68638610839844,1820.4368896484375,139.9756622314453
9,0.26666666666666666,5,2,car,0.7558568120002747,1378.72900390625,83.26201629638672,1592.516357421875,288.29052734375,1485.6226806640625,185.77627182006836
9,0.26666666666666666,2,2,car,0.7481056451797485,1284.822509765625,255.5291290283203,1513.72607421875,471.69830322265625,1399.2742919921875,363.6137161254883
9,0.26666666666666666,1,2,car,0.705865204334259,1602.282958984375,237.63629150390625,1829.852294921875,466.71185302734375,1716.067626953125,352.174072265625
9,0.26666666666666666,8,2,car,0.6479875445365906,1018.1852416992188,194.24826049804688,1258.6292724609375,453.535400390625,1138.4072570800781,323.89183044433594
9,0.26666666666666666,10,0,person,0.6301256418228149,1630.6171875,555.4301147460938,1735.4296875,754.534423828125,1683.0234375,654.9822692871094
9,0.26666666666666666,12,0,person,0.6245710849761963,244.9720458984375,457.986328125,315.53216552734375,621.439208984375,280.2521057128906,539.7127685546875
9,0.26666666666666666,15,2,car,0.5475838780403137,681.16064453125,277.38409423828125,940.01025390625,517.01220703125,810.58544921875,397.1981506347656
9,0.26666666666666666,13,2,car,0.5023736953735352,1502.542724609375,1.42584228515625,1702.094482421875,111.85345458984375,1602.318603515625,56.6396484375
10,0.3,4,2,car,0.7442219853401184,1722.5244140625,34.84325408935547,1919.193603515625,246.43382263183594,1820.8590087890625,140.6385383605957
10,0.3,5,2,car,0.7127242684364319,1379.330810546875,84.31988525390625,1593.2149658203125,286.85394287109375,1486.2728881835938,185.5869140625
10,0.3,1,2,car,0.7103326320648193,1600.303955078125,238.70013427734375,1827.997314453125,457.2802734375,1714.150634765625,347.9902038574219
10,0.3,14,9,traffic light,0.7017002701759338,1797.6796875,801.7886962890625,1838.712158203125,914.129638671875,1818.1959228515625,857.9591674804688
10,0.3,2,2,car,0.6985682249069214,1292.587646484375,256.48681640625,1514.81103515625,477.1654357910156,1403.6993408203125,366.8261260986328
10,0.3,12,0,person,0.6539177894592285,242.60565185546875,453.78936767578125,316.9425964355469,620.8514404296875,279.7741241455078,537.3204040527344
10,0.3,20,0,person,0.6535673141479492,1210.8968505859375,596.1384887695312,1297.962646484375,770.1824951171875,1254.4297485351562,683.1604919433594
10,0.3,8,2,car,0.6253268122673035,1018.267822265625,194.290283203125,1259.4298095703125,452.6732482910156,1138.8488159179688,323.4817657470703
10,0.3,15,2,car,0.6176939606666565,682.5543212890625,279.5190124511719,941.9261474609375,521.8546142578125,812.240234375,400.6868133544922
11,0.3333333333333333,14,9,traffic light,0.761566698551178,1798.404052734375,803.5118408203125,1838.300537109375,914.400146484375,1818.352294921875,858.9559936523438
11,0.3333333333333333,1,2,car,0.7461493015289307,1601.1939697265625,238.20213317871094,1827.9825439453125,456.95501708984375,1714.5882568359375,347.57857513427734
11,0.3333333333333333,4,2,car,0.7447319626808167,1721.83935546875,34.42559051513672,1919.217529296875,246.91754150390625,1820.5284423828125,140.67156600952148
11,0.3333333333333333,2,2,car,0.7383156418800354,1285.549072265625,256.7030334472656,1512.8243408203125,471.6470947265625,1399.1867065429688,364.17506408691406
11,0.3333333333333333,5,2,car,0.7035611867904663,1378.8544921875,83.73186492919922,1592.5975341796875,286.9033508300781,1485.7260131835938,185.31760787963867
11,0.3333333333333333,8,2,car,0.6426342129707336,1016.4318237304688,194.99720764160156,1257.905517578125,448.6103515625,1137.1686706542969,321.8037796020508
11,0.3333333333333333,12,0,person,0.626918375492096,244.1429901123047,452.5558776855469,320.41912841796875,621.7161865234375,282.2810592651367,537.1360321044922
11,0.3333333333333333,19,0,person,0.6257798075675964,1544.7000732421875,566.0135498046875,1647.4266357421875,749.985595703125,1596.0633544921875,657.9995727539062
11,0.3333333333333333,15,2,car,0.5300930142402649,682.10107421875,282.8841247558594,940.9736938476562,519.93896484375,811.5373840332031,401.4115447998047
12,0.36666666666666664,2,2,car,0.753440797328949,1284.871337890625,256.26043701171875,1514.639892578125,470.8501281738281,1399.755615234375,363.55528259277344
12,0.36666666666666664,4,2,car,0.7462253570556641,1722.1556396484375,33.828369140625,1919.2159423828125,247.0961151123047,1820.685791015625,140.46224212646484
12,0.36666666666666664,1,2,car,0.7407005429267883,1599.904541015625,238.15269470214844,1830.717041015625,454.19085693359375,1715.310791015625,346.1717758178711
12,0.36666666666666664,5,2,car,0.720228374004364,1379.03955078125,84.91928100585938,1592.260009765625,284.97052001953125,1485.6497802734375,184.9449005126953
12,0.36666666666666664,14,9,traffic light,0.6822314262390137,1798.115478515625,804.8345947265625,1838.51513671875,914.0859375,1818.3153076171875,859.4602661132812
12,0.36666666666666664,19,0,person,0.6590815186500549,1514.4407958984375,593.6995849609375,1615.969482421875,781.424560546875,1565.2051391601562,687.5620727539062
12,0.36666666666666664,8,2,car,0.6475582122802734,1018.1317749023438,193.78285217285156,1256.767333984375,446.87200927734375,1137.4495544433594,320.32743072509766
12,0.36666666666666664,12,0,person,0.6121416687965393,258.49310302734375,455.8831787109375,322.64703369140625,622.2031860351562,290.570068359375,539.0431823730469
12,0.36666666666666664,21,0,person,0.591345489025116,554.4483642578125,456.1509704589844,617.2081298828125,620.503662109375,585.8282470703125,538.3273162841797
12,0.36666666666666664,6,0,person,0.5532508492469788,137.60562133789062,187.9002685546875,201.81912231445312,381.89630126953125,169.71237182617188,284.8982849121094
13,0.4,1,2,car,0.7695746421813965,1601.3236083984375,238.61343383789062,1829.5330810546875,450.49786376953125,1715.4283447265625,344.55564880371094
13,0.4,4,2,car,0.7664881348609924,1721.8004150390625,33.93544006347656,1919.2781982421875,246.4310760498047,1820.539306640625,140.18325805664062
13,0.4,2,2,car,0.7535423040390015,1286.6318359375,256.1330261230469,1514.2998046875,476.10845947265625,1400.4658203125,366.12074279785156
13,0.4,5,2,car,0.7425732612609863,1379.03515625,83.91055297851562,1592.478515625,285.25018310546875,1485.7568359375,184.5803680419922
13,0.4,8,2,car,0.6630745530128479,1019.031005859375,194.19383239746094,1256.8681640625,448.8289794921875,1137.9495849609375,321.5114059448242
13,0.4,6,0,person,0.5569468140602112,132.85707092285156,183.53713989257812,200.85333251953125,383.1513977050781,166.8552017211914,283.3442687988281
13,0.4,14,9,traffic light,0.5467315316200256,1798.036865234375,803.208984375,1838.434814453125,913.86474609375,1818.23583984375,858.536865234375
14,0.43333333333333335,4,2,car,0.756926417350769,1721.8084716796875,33.94651794433594,1919.2261962890625,247.21824645996094,1820.517333984375,140.58238220214844
14,0.43333333333333335,10,0,person,0.7224122881889343,1612.2652587890625,606.6447143554688,1718.6187744140625,782.5636596679688,1665.4420166015625,694.6041870117188
14,0.43333333333333335,5,2,car,0.7144720554351807,1379.0335693359375,85.06743621826172,1592.4862060546875,286.6063537597656,1485.7598876953125,185.83689498901367
14,0.43333333333333335,1,2,car,0.6584801077842712,1600.668701171875,239.11978149414062,1830.27294921875,460.7904052734375,1715.4708251953125,349.95509338378906
14,0.43333333333333335,2,2,car,0.631094217300415,1283.5557861328125,257.02093505859375,1514.3609619140625,467.035400390625,1398.9583740234375,362.0281677246094
14,0.43333333333333335,6,0,person,0.6084020733833313,139.69029235839844,217.14678955078125,203.26727294921875,377.61712646484375,171.4787826538086,297.3819580078125
14,0.43333333333333335,14,9,traffic light,0.5905138254165649,1798.4835205078125,804.435546875,1838.2957763671875,913.71728515625,1818.3896484375,859.076416015625
14,0.43333333333333335,12,0,person,0.5753114223480225,248.61964416503906,466.30535888671875,322.25048828125,631.03369140625,285.43506622314453,548.6695251464844
14,0.43333333333333335,21,0,person,0.5341494083404541,523.7945556640625,449.284423828125,624.4073486328125,616.353515625,574.1009521484375,532.8189697265625
14,0.43333333333333335,15,2,car,0.5013225078582764,677.9337158203125,288.5431213378906,939.5570068359375,528.263671875,808.745361328125,408.4033966064453
15,0.4666666666666667,2,2,car,0.7336816787719727,1287.427001953125,256.673828125,1513.754150390625,466.49847412109375,1400.590576171875,361.5861511230469
15,0.4666666666666667,4,2,car,0.7197375297546387,1722.293701171875,35.242401123046875,1919.19580078125,246.77682495117188,1820.7447509765625,141.00961303710938
15,0.4666666666666667,1,2,car,0.7128933668136597,1603.9456787109375,239.18768310546875,1830.2611083984375,457.5401916503906,1717.1033935546875,348.3639373779297
15,0.4666666666666667,5,2,car,0.6924803256988525,1379.448486328125,84.11041259765625,1593.5906982421875,286.306884765625,1486.5195922851562,185.20864868164062
15,0.4666666666666667,6,0,person,0.6885202527046204,136.90359497070312,216.954345703125,202.29620361328125,379.4853515625,169.5998992919922,298.2198486328125
15,0.4666666666666667,17,0,person,0.5413849353790283,89.40735626220703,386.23626708984375,145.03485107421875,549.8541870117188,117.22110366821289,468.04522705078125
15,0.4666666666666667,14,9,traffic light,0.5382435321807861,1797.39404296875,802.6866455078125,1839.1845703125,913.7271728515625,1818.289306640625,858.2069091796875
16,0.5,6,0,person,0.8081409335136414,135.71633911132812,217.4300537109375,203.6600341796875,379.11236572265625,169.6881866455078,298.2712097167969
16,0.5,1,2,car,0.7543573975563049,1602.37744140625,238.49392700195312,1830.591552734375,457.84808349609375,1716.4844970703125,348.17100524902344
16,0.5,4,2,car,0.7497085332870483,1722.019287109375,36.12428283691406,1919.37255859375,246.13778686523438,1820.6959228515625,141.13103485107422
16,0.5,5,2,car,0.7236241102218628,1379.147705078125,84.13726806640625,1593.608154296875,286.29608154296875,1486.3779296875,185.2166748046875
16,0.5,2,2,car,0.6679466366767883,1278.767333984375,256.4767761230469,1514.6099853515625,473.65869140625,1396.6886596679688,365.06773376464844
16,0.5,19,0,person,0.6466658115386963,1518.97900390625,594.390625,1624.2841796875,772.9634399414062,1571.631591796875,683.6770324707031
16,0.5,8,2,car,0.5051656365394592,1016.3289794921875,193.58624267578125,1258.859375,448.8862609863281,1137.5941772460938,321.2362518310547
17,0.5333333333333333,6,0,person,0.801975667476654,138.0923309326172,217.07386779785156,205.13694763183594,379.82513427734375,171.61463928222656,298.44950103759766
17,0.5333333333333333,4,2,car,0.7581107020378113,1723.311767578125,35.94410705566406,1918.201904296875,245.39901733398438,1820.7568359375,140.67156219482422
17,0.5333333333333333,1,2,car,0.7556270956993103,1593.4984130859375,239.54539489746094,1832.5059814453125,462.32891845703125,1713.002197265625,350.9371566772461
17,0.5333333333333333,2,2,car,0.7447468638420105,1288.3143310546875,256.30792236328125,1513.2703857421875,473.7968444824219,1400.7923583984375,365.05238342285156
17,0.5333333333333333,5,2,car,0.728908896446228,1379.3155517578125,84.09426879882812,1593.8997802734375,286.78277587890625,1486.607666015625,185.4385223388672
17,0.5333333333333333,7,0,person,0.719762921333313,1782.50439453125,610.0984497070312,1896.826416015625,776.9259033203125,1839.6654052734375,693.5121765136719
17,0.5333333333333333,11,0,person,0.6421377658843994,600.5180053710938,514.270263671875,681.3106689453125,700.7850341796875,640.9143371582031,607.5276489257812
17,0.5333333333333333,8,2,car,0.5112361907958984,1016.9130249023438,193.52206420898438,1259.336669921875,456.59942626953125,1138.1248474121094,325.0607452392578
18,0.5666666666666667,4,2,car,0.781135082244873,1723.081787109375,35.55512237548828,1919.173828125,246.6566162109375,1821.1278076171875,141.1058692932129
18,0.5666666666666667,1,2,car,0.7750293016433716,1600.5977783203125,239.09390258789062,1830.1673583984375,463.305908203125,1715.382568359375,351.1999053955078
18,0.5666666666666667,6,0,person,0.7331680655479431,136.9178466796875,216.7664337158203,204.7235107421875,379.2479553222656,170.8206787109375,298.00719451904297
18,0.5666666666666667,5,2,car,0.708329439163208,1379.039794921875,85.14491271972656,1593.0849609375,283.5971374511719,1486.0623779296875,184.37102508544922
18,0.5666666666666667,2,2,car,0.6954172253608704,1285.333984375,255.6133575439453,1514.506591796875,478.12799072265625,1399.9202880859375,366.8706741333008
18,0.5666666666666667,11,0,person,0.5702062845230103,565.0658569335938,515.9540405273438,662.6262817382812,702.9947509765625,613.8460693359375,609.4743957519531
18,0.5666666666666667,10,0,person,0.5644583702087402,1617.615234375,581.5281982421875,1697.048583984375,768.7025146484375,1657.3319091796875,675.1153564453125
18,0.5666666666666667,15,7,truck,0.5253633260726929,682.1732177734375,276.67816162109375,939.9293212890625,531.242919921875,811.05126953125,403.9605407714844
18,0.5666666666666667,22,0,person,0.5117268562316895,274.1775207519531,349.27752685546875,327.20001220703125,497.3228759765625,300.6887664794922,423.3002014160156
18,0.5666666666666667,12,0,person,0.5107206702232361,249.0787353515625,464.5342712402344,325.904052734375,631.7275390625,287.49139404296875,548.1309051513672
19,0.6,6,0,person,0.7933767437934875,137.05856323242188,217.23609924316406,205.85902404785156,380.0157470703125,171.45879364013672,298.6259231567383
19,0.6,1,2,car,0.7838207483291626,1600.991455078125,239.6136016845703,1831.269287109375,460.16595458984375,1716.13037109375,349.88977813720703
19,0.6,4,2,car,0.7736690640449524,1724.02587890625,36.218994140625,1919.060302734375,247.0192108154297,1821.5430908203125,141.61910247802734
19,0.6,5,2,car,0.7293787598609924,1378.770263671875,85.45024108886719,1593.0465087890625,284.738037109375,1485.9083862304688,185.0941390991211
19,0.6,2,2,car,0.6494993567466736,1285.5302734375,257.15234375,1515.080078125,475.3644104003906,1400.30517578125,366.2583770751953
19,0.6,8,2,car,0.5488355159759521,1021.7418823242188,192.97064208984375,1256.95654296875,442.2115478515625,1139.3492126464844,317.5910949707031
19,0.6,12,0,person,0.5427150130271912,249.42950439453125,463.1049499511719,323.5965881347656,631.646240234375,286.51304626464844,547.3755950927734
20,0.6333333333333333,1,2,car,0.7945760488510132,1600.2052001953125,239.26890563964844,1830.6610107421875,459.7823486328125,1715.43310546875,349.52562713623047
20,0.6333333333333333,6,0,person,0.7683714628219604,136.92172241210938,216.86631774902344,204.31387329101562,380.54302978515625,170.6177978515625,298.70467376708984
20,0.6333333333333333,4,2,car,0.7563629746437073,1722.63720703125,35.19712829589844,1919.1796875,247.2139892578125,1820.908447265625,141.20555877685547
20,0.6333333333333333,2,2,car,0.748203694820404,1286.23681640625,255.2058563232422,1512.755126953125,475.56488037109375,1399.4959716796875,365.38536834716797
20,0.6333333333333333,5,2,car,0.7297353744506836,1379.3829345703125,85.38468933105469,1593.892578125,286.54156494140625,1486.6377563476562,185.96312713623047
20,0.6333333333333333,15,2,car,0.6061075925827026,680.5997314453125,265.62408447265625,939.0626220703125,517.678955078125,809.8311767578125,391.6515197753906
20,0.6333333333333333,17,0,person,0.5620801448822021,88.99545288085938,415.5794677734375,155.66632080078125,579.6751098632812,122.33088684082031,497.6272888183594
20,0.6333333333333333,12,0,person,0.5189949870109558,249.63565063476562,462.54388427734375,326.4033508300781,631.7320556640625,288.0195007324219,547.1379699707031
21,0.6666666666666666,1,2,car,0.7744671106338501,1600.6962890625,239.412353515625,1830.96240234375,461.6344299316406,1715.829345703125,350.5233917236328
21,0.6666666666666666,6,0,person,0.7674393653869629,136.1904296875,216.9595184326172,204.79159545898438,380.3460388183594,170.4910125732422,298.6527786254883
21,0.6666666666666666,4,2,car,0.7589523196220398,1723.52099609375,36.70104217529297,1919.283203125,247.14373779296875,1821.402099609375,141.92238998413086
21,0.6666666666666666,5,2,car,0.6915460228919983,1379.353271484375,84.50326538085938,1593.3720703125,287.515869140625,1486.3626708984375,186.0095672607422
21,0.6666666666666666,7,0,person,0.6742557883262634,1763.01318359375,573.6865234375,1854.952392578125,754.7916259765625,1808.9827880859375,664.2390747070312
21,0.6666666666666666,9,0,person,0.6729888319969177,1449.5546875,489.46160888671875,1537.561767578125,674.621337890625,1493.5582275390625,582.0414733886719
21,0.6666666666666666,8,2,car,0.6223203539848328,1019.2401123046875,194.92831420898438,1258.14404296875,446.0439147949219,1138.6920776367188,320.4861145019531
21,0.6666666666666666,2,2,car,0.6045867800712585,1289.6163330078125,256.839111328125,1516.812255859375,452.44061279296875,1403.2142944335938,354.6398620605469
21,0.6666666666666666,12,0,person,0.5828181505203247,250.03880310058594,461.3249816894531,328.01226806640625,631.8553466796875,289.0255355834961,546.5901641845703
21,0.6666666666666666,10,0,person,0.5763357877731323,1609.085205078125,518.05078125,1684.45947265625,703.5617065429688,1646.7723388671875,610.8062438964844
21,0.6666666666666666,15,2,car,0.5220030546188354,675.733154296875,267.9945373535156,941.9950561523438,518.519775390625,808.8641052246094,393.2571563720703
